"year","sex","age","deaths"
1990,"male",0,1093.10785822356
1990,"male",1,289.518276831204
1990,"male",5,95.5929163501452
1990,"male",10,80.4616550994909
1990,"male",15,180.51907578467
1990,"male",20,201.154137748727
1990,"male",25,201.815651356089
1990,"male",30,185.061806728829
1990,"male",35,235.350341166011
1990,"male",40,283.627334225706
1990,"male",45,303.004334077197
1990,"male",50,284.718208588112
1990,"male",55,394.262109987506
1990,"male",60,435.609885962797
1990,"male",65,610.67718862463
1990,"male",70,810.973370066622
1990,"male",75,810.767632786068
1990,"male",80,779.473584902694
1990,"male",85,1280.33661326338
1991,"male",0,1071.11922297854
1991,"male",1,179.485732899583
1991,"male",5,78.6510514953228
1991,"male",10,56.4674215863856
1991,"male",15,135.118473081708
